88;0;2559
88;0;2633
88;0;2481
94;0;911
88;0;2513
88;0;2565
94;0;828
88;0;2539
88;0;2519
94;0;911
88;0;2548
94;0;813
88;0;2584
88;0;2524
88;0;2659
88;0;2609
88;0;2544
88;0;2506
88;0;2544
88;0;2415
94;0;913
88;0;2556
88;0;2453
94;0;911
88;0;2506
94;0;828
88;0;2497
94;0;805
94;0;859
94;0;860
88;0;2508
94;0;897
94;0;907
88;0;2526
-4;1;643
88;0;2531
88;0;2566
88;0;2689
88;0;2487
88;0;2439
94;0;897
88;0;2672
88;0;2496
88;0;2565
88;0;2477
88;0;2479
88;0;2575
94;0;828
94;0;897
88;0;2551
88;0;2506
88;0;2523
88;0;2415
94;0;912
88;0;2530
88;0;2379
88;0;2619
94;0;828
94;0;813
88;0;2481
94;0;866
94;0;804
88;0;2607
88;0;2482
94;0;843
94;0;885
88;0;2506
88;0;2638
88;0;2556
94;0;855
88;0;2667
88;0;2485
88;0;2536
88;0;2508
88;0;2514
94;0;855
94;0;828
94;0;897
88;0;2605
88;0;2483
88;0;2627
88;0;2483
88;0;2497
88;0;2481
88;0;2573
94;0;828
94;0;840
88;0;2434
88;0;2559
94;0;813
94;0;897
94;0;871
88;0;2574
88;0;2511
88;0;2544
88;0;2573
88;0;2534
94;0;913
88;0;2495
88;0;2481
;;;3m52s
