88;0;187
84;0;224
88;0;236
88;0;189
88;0;279
86;0;256
90;0;132
94;0;87
84;0;257
88;0;191
84;0;343
94;0;92
84;0;337
88;0;198
-8;1;127
88;0;183
88;0;185
88;0;190
94;0;81
88;0;188
88;0;364
88;0;244
-12;1;232
88;0;211
88;0;191
88;0;279
88;0;181
90;0;224
94;0;112
-4;1;86
-4;1;76
84;0;331
88;0;307
88;0;184
88;0;210
84;0;246
88;0;299
88;0;226
94;0;140
94;0;133
84;0;277
88;0;193
88;0;192
88;0;241
80;0;355
88;0;199
94;0;83
88;0;180
84;0;222
90;0;277
88;0;196
88;0;196
88;0;218
88;0;224
84;0;205
94;0;90
90;0;177
88;0;185
88;0;186
88;0;218
88;0;186
88;0;204
94;0;179
84;0;227
88;0;199
88;0;182
88;0;192
88;0;183
88;0;185
90;0;146
88;0;201
88;0;181
88;0;233
88;0;179
88;0;181
-4;1;88
84;0;255
-8;1;184
94;0;110
-4;1;101
88;0;229
88;0;172
88;0;204
94;0;143
88;0;180
84;0;266
84;0;260
88;0;185
88;0;194
94;0;90
94;0;83
-12;1;292
88;0;216
88;0;237
88;0;190
88;0;185
94;0;87
88;0;267
88;0;271
88;0;195
10m57s
