88;0;201
88;0;186
86;0;245
94;0;88
86;0;209
90;0;177
88;0;199
90;0;158
88;0;203
90;0;188
94;0;105
88;0;203
90;0;248
94;0;93
94;0;92
94;0;105
94;0;101
94;0;100
94;0;122
88;0;186
88;0;179
76;0;372
90;0;147
94;0;100
94;0;85
86;0;231
86;0;213
94;0;102
94;0;102
94;0;85
88;0;201
88;0;183
88;0;204
94;0;89
88;0;184
94;0;92
94;0;86
94;0;86
88;0;161
84;0;309
88;0;212
86;0;228
94;0;89
88;0;203
82;0;446
90;0;242
88;0;188
84;0;229
94;0;94
84;0;235
90;0;215
90;0;176
88;0;200
94;0;97
90;0;147
94;0;94
88;0;188
88;0;220
94;0;86
86;0;278
94;0;94
88;0;211
88;0;254
84;0;264
90;0;178
84;0;225
84;0;268
84;0;222
94;0;98
94;0;97
94;0;119
94;0;102
94;0;87
86;0;294
94;0;90
88;0;207
94;0;84
90;0;172
88;0;202
94;0;87
90;0;128
94;0;86
88;0;197
-4;1;87
94;0;92
94;0;106
84;0;213
94;0;158
84;0;299
86;0;231
88;0;185
90;0;222
90;0;265
86;0;222
94;0;84
88;0;187
84;0;246
86;0;247
94;0;96
88;0;202
;;;9m48s
