-25;0;222195
-25;0;187590
-25;0;184612
80;0;198326
-25;0;183206
-25;0;222045
-25;0;150193
78;0;167829
-25;0;199581
-25;0;206838
-25;0;160393
-25;0;155459
-25;0;225515
-25;0;208205
92;0;35246
87;0;141111
-25;0;206537
94;0;51736
-25;0;195125
-25;0;192686
76;0;188603
78;0;197654
-25;0;198315
94;0;39570
-25;0;200968
-25;0;202896
92;0;50167
-25;0;167197
84;0;157816
94;0;33691
-25;0;209485
-25;0;195572
-25;0;183936
-25;0;196675
-25;0;215134
92;0;32370
81;0;209744
-25;0;196257
82;0;97170
-25;0;205062
92;0;70555
81;0;208260
-25;0;199723
94;0;38891
-25;0;220698
88;0;48108
92;0;41766
-25;0;194416
91;0;83255
86;0;152932
-25;0;196554
80;0;187057
-25;0;241232
-25;0;187285
-25;0;192215
-25;0;215771
-25;0;189989
-25;0;208506
77;0;215937
-25;0;187878
90;0;91954
-25;0;158682
82;0;160889
-25;0;222488
76;0;195662
-25;0;191592
94;0;38845
86;0;125152
94;0;63937
-25;0;197763
-25;0;187842
91;0;89826
-25;0;195702
-25;0;205976
90;0;49217
-25;0;216943
-25;0;218381
-25;0;212846
94;0;68547
77;0;201653
-25;0;172130
84;0;173586
-25;0;205153
-25;0;197563
94;0;39595
-25;0;145250
92;0;59196
77;0;194254
-25;0;205040
78;0;175005
84;0;139958
-25;0;178332
-25;0;186734
-25;0;181901
77;0;162500
-25;0;195035
-25;0;169965
76;0;197224
86;0;48152
-25;0;200603
;;;99
