88;0;2564
88;0;2534
88;0;2572
88;0;2540
88;0;2477
88;0;2508
88;0;2552
88;0;2539
88;0;2486
88;0;2557
88;0;2549
88;0;2552
88;0;2469
88;0;2473
88;0;2459
88;0;2606
88;0;2546
88;0;2579
88;0;2459
88;0;2499
88;0;2523
88;0;2699
88;0;2537
88;0;2552
88;0;2562
88;0;2556
88;0;2604
88;0;2545
88;0;2479
88;0;2614
88;0;2584
88;0;2547
88;0;2520
88;0;2527
88;0;2524
88;0;2457
88;0;2548
88;0;2660
88;0;2508
88;0;2537
88;0;2628
88;0;2405
88;0;2563
88;0;2515
88;0;2659
88;0;2573
88;0;2505
88;0;2574
88;0;2490
88;0;2691
88;0;2566
88;0;2539
88;0;2605
88;0;2482
88;0;2543
88;0;2631
88;0;2495
88;0;2462
88;0;2520
88;0;2523
88;0;2593
88;0;2516
88;0;2549
88;0;2593
88;0;2626
88;0;2581
88;0;2430
88;0;2536
88;0;2573
88;0;2396
88;0;2534
88;0;2535
88;0;2517
88;0;2510
88;0;2546
88;0;2571
88;0;2510
88;0;2621
88;0;2610
88;0;2426
88;0;2465
88;0;2477
88;0;2620
88;0;2535
88;0;2504
88;0;2459
88;0;2651
88;0;2461
88;0;2599
88;0;2591
88;0;2625
88;0;2650
88;0;2527
88;0;2531
88;0;2631
88;0;2458
88;0;2489
88;0;2530
88;0;2616
88;0;2519
;;;4m59s
