84;0;271
80;0;348
72;0;612
88;0;200
52;0;1113
88;0;181
88;0;199
88;0;143
88;0;186
88;0;209
84;0;366
80;0;420
88;0;244
68;0;528
84;0;343
88;0;204
88;0;198
88;0;199
88;0;197
88;0;187
64;0;749
88;0;202
84;0;374
88;0;193
88;0;201
64;0;789
88;0;184
80;0;431
88;0;241
84;0;216
88;0;196
80;0;332
84;0;291
76;0;487
88;0;205
88;0;218
84;0;226
76;0;505
84;0;265
88;0;202
88;0;212
88;0;193
88;0;200
84;0;233
84;0;437
64;0;590
84;0;337
88;0;202
88;0;183
88;0;186
88;0;152
88;0;200
88;0;227
84;0;280
88;0;228
88;0;199
80;0;427
88;0;209
88;0;229
88;0;192
84;0;261
80;0;346
88;0;213
88;0;202
88;0;327
88;0;227
84;0;270
72;0;494
72;0;581
88;0;317
84;0;305
68;0;652
84;0;242
88;0;199
88;0;266
88;0;193
88;0;257
84;0;261
84;0;272
84;0;324
88;0;289
88;0;200
80;0;314
76;0;463
88;0;320
84;0;352
88;0;191
84;0;248
88;0;191
88;0;191
88;0;297
88;0;200
88;0;201
88;0;212
88;0;204
88;0;213
76;0;492
84;0;242
76;0;418
80;0;337
15m6s
