88;0;219
80;0;402
84;0;498
76;0;466
84;0;265
88;0;177
88;0;185
88;0;309
88;0;187
88;0;192
72;0;465
88;0;270
88;0;235
64;0;623
84;0;237
88;0;186
88;0;244
68;0;507
88;0;187
88;0;184
84;0;280
88;0;194
88;0;190
88;0;190
88;0;185
88;0;189
88;0;185
88;0;172
84;0;312
80;0;332
88;0;199
84;0;219
88;0;187
88;0;189
88;0;137
84;0;273
88;0;191
84;0;221
88;0;240
84;0;406
76;0;440
68;0;567
88;0;186
88;0;203
76;0;425
88;0;295
88;0;180
84;0;301
88;0;197
88;0;195
84;0;273
88;0;179
88;0;176
84;0;269
88;0;230
88;0;187
88;0;207
72;0;540
88;0;200
88;0;194
88;0;186
80;0;332
84;0;281
88;0;206
88;0;192
88;0;191
88;0;178
80;0;512
88;0;190
88;0;177
88;0;226
88;0;186
88;0;223
88;0;184
84;0;361
88;0;187
88;0;183
88;0;184
80;0;403
88;0;190
88;0;192
80;0;395
80;0;288
88;0;265
84;0;279
88;0;184
88;0;237
88;0;264
88;0;245
84;0;325
88;0;200
88;0;188
88;0;305
88;0;186
88;0;240
84;0;290
88;0;335
88;0;184
88;0;199
88;0;334
13m49s
