94;0;1714
88;0;2887
88;0;2969
88;0;2877
88;0;2832
94;0;1805
88;0;2881
88;0;2878
88;0;2879
88;0;2882
94;0;1759
94;0;1759
88;0;2926
88;0;2924
88;0;2834
94;0;1663
88;0;2871
94;0;1755
88;0;2931
94;0;1714
88;0;2874
88;0;2923
88;0;2923
88;0;2927
88;0;2969
88;0;2971
94;0;1809
88;0;2927
88;0;2972
88;0;2975
88;0;2923
88;0;2974
94;0;1853
88;0;2969
88;0;2918
88;0;2927
88;0;2928
88;0;2919
88;0;2920
88;0;2923
88;0;2877
88;0;2923
88;0;2924
88;0;2926
88;0;2921
88;0;2926
94;0;1756
88;0;2885
94;0;1852
88;0;2973
94;0;1802
94;0;1850
88;0;2926
88;0;2933
88;0;2930
88;0;2928
88;0;2922
88;0;2921
88;0;2924
88;0;2970
88;0;2931
88;0;2918
88;0;2921
88;0;2924
94;0;1798
88;0;2788
88;0;2920
88;0;2836
88;0;2881
-4;1;951
88;0;2972
88;0;2930
88;0;2965
88;0;2974
88;0;3016
94;0;1895
88;0;2974
88;0;2972
88;0;2929
94;0;1848
88;0;2971
94;0;1848
88;0;2971
88;0;2969
88;0;2975
88;0;2975
88;0;2967
88;0;2930
88;0;2972
88;0;2926
88;0;2880
88;0;2977
-4;1;950
88;0;2967
88;0;2973
88;0;2972
88;0;2974
88;0;2975
88;0;2971
88;0;2978
5m28s
